,X,Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,Total,ratio,ng_uL,ng
595,1074,1074,C18,./20221031_DCor_RNAi/RNAi2_1112022_26.mzXML,8.575384631,8.655341748,77944671,77929093.76,RNAi,2,26,RNAi 2,1,5,350
176,57,57,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,4.046208107,4.086154331,11654974,11625694.79,RNAi,2,45,RNAi 2,0.490960494,2.454802468,171.8361728
218,159,159,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,4.685347691,4.750260305,59564372,59547502.46,RNAi,2,45,RNAi 2,2.509122155,12.54561077,878.1927542
260,261,261,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,5.119762878,5.159709102,2085411,2069597.948,RNAi,2,45,RNAi 2,0.026879281,0.134396405,9.407748317
302,363,363,C11,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,5.16470238,5.259574662,627948687,627905294.8,RNAi,2,45,RNAi 2,8.093756652,40.46878326,2832.814828
344,465,465,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,5.294527608,5.369426778,23739128,23715987.72,RNAi,2,45,RNAi 2,1,5,350
386,567,567,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,5.703976404,5.793855408,22787165,22772506.75,RNAi,2,45,RNAi 2,0.95989899,4.799494952,335.9646466
428,669,669,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,6.777531175,6.857423623,146243893,146219518.5,RNAi,2,45,RNAi 2,1.884966887,9.424834435,659.7384104
470,771,771,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,6.932322793,7.012215241,2930540,2902408.925,RNAi,2,45,RNAi 2,0.037772318,0.188861591,13.22031137
512,873,873,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,7.706280884,7.811139722,24949164,24936227.2,RNAi,2,45,RNAi 2,0.321574782,1.60787391,112.5511737
554,975,975,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,7.836106112,7.925985116,743210,733606.3175,RNAi,2,45,RNAi 2,0.009579383,0.047896914,3.352783996
596,1077,1077,C18,./20221031_DCor_RNAi/RNAi2_1112022_45.mzXML,8.570117979,8.650010427,77584330,77566214.46,RNAi,2,45,RNAi 2,1,5,350
177,59,59,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,4.051693431,4.091635036,1315446,1302582.275,RNAi,2,19,RNAi 2,0.055067348,0.27533674,19.27357179
219,161,161,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,4.690759124,4.755664234,7164669,7153835.07,RNAi,2,19,RNAi 2,0.299928177,1.499640886,104.974862
261,263,263,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,5.125124088,5.165065693,165525,161069.3075,RNAi,2,19,RNAi 2,0.002056254,0.010281272,0.719689058
303,365,365,C11,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,5.170058394,5.264919708,44556933,44542522.19,RNAi,2,19,RNAi 2,0.553513921,2.767569606,193.7298724
345,467,467,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,5.299868613,5.374759124,23887949,23864400.9,RNAi,2,19,RNAi 2,1,5,350
387,569,569,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,5.709270073,5.799138686,5717307,5707287.965,RNAi,2,19,RNAi 2,0.239338547,1.196692734,83.76849138
429,671,671,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,6.78270073,6.862583942,4345733,4336645.438,RNAi,2,19,RNAi 2,0.053985397,0.269926985,18.89488892
471,773,773,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,6.937474453,7.017357664,639452,630769.85,RNAi,2,19,RNAi 2,0.00794367,0.039718351,2.780284594
513,875,875,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,7.711343066,7.816189781,3631492,3622430.05,RNAi,2,19,RNAi 2,0.045112651,0.225563256,15.78942792
555,977,977,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,7.841153285,7.931021898,573498,566358.3825,RNAi,2,19,RNAi 2,0.007124349,0.035621743,2.493522038
597,1079,1079,C18,./20221031_DCor_RNAi/RNAi2_1112022_19.mzXML,8.575080292,8.654963504,80498306,80457337,RNAi,2,19,RNAi 2,1,5,350
178,61,61,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,4.045,4.085,11439208,11416904.65,RNAi,2,24,RNAi 2,0.509803341,2.549016707,178.4311695
220,163,163,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,4.685,4.75,69922742,69903668.47,RNAi,2,24,RNAi 2,3.116198911,15.58099455,1090.669619
262,265,265,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,5.12,5.16,512423,506112.155,RNAi,2,24,RNAi 2,0.006911823,0.034559113,2.419137902
304,367,367,C11,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,5.165,5.26,263509110,263487442.6,RNAi,2,24,RNAi 2,3.554345172,17.77172586,1244.02081
346,469,469,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,5.295,5.37,22438472,22417949.06,RNAi,2,24,RNAi 2,1,5,350
388,571,571,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,5.705,5.795,23432364,23418569.36,RNAi,2,24,RNAi 2,1.044294103,5.221470517,365.5029362
430,673,673,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,6.78,6.86,13241584,13228473.6,RNAi,2,24,RNAi 2,0.178609233,0.893046167,62.51323172
472,775,775,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,6.935,7.015,1592321,1579505.435,RNAi,2,24,RNAi 2,0.021478037,0.107390186,7.517313008
514,877,877,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,7.71,7.815,19612389,19601464.76,RNAi,2,24,RNAi 2,0.264541898,1.322709491,92.58966436
556,979,979,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,7.84,7.93,1433751,1423974.56,RNAi,2,24,RNAi 2,0.019339164,0.096695821,6.768707467
598,1081,1081,C18,./20221031_DCor_RNAi/RNAi2_1112022_24.mzXML,8.575,8.655,74137175,74112410.65,RNAi,2,24,RNAi 2,1,5,350
179,63,63,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,4.045,4.085,7169919,7152713.265,RNAi,2,20,RNAi 2,0.321122853,1.605614267,112.3929987
221,165,165,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,4.685,4.75,48802604,48785373.96,RNAi,2,20,RNAi 2,2.18574735,10.92873675,765.0115724
263,267,267,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,5.12,5.16,377869,372361.465,RNAi,2,20,RNAi 2,0.005078341,0.025391705,1.777419378
305,369,369,C11,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,5.165,5.26,215764932,215743616.7,RNAi,2,20,RNAi 2,2.899756048,14.49878024,1014.914617
347,471,471,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,5.295,5.37,22327651,22306919.71,RNAi,2,20,RNAi 2,1,5,350
389,573,573,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,5.705,5.795,23039399,23026103.24,RNAi,2,20,RNAi 2,1.031877424,5.15938712,361.1570984
431,675,675,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,6.78,6.86,13674561,13660950.59,RNAi,2,20,RNAi 2,0.183778201,0.918891003,64.32237021
473,777,777,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,6.935,7.015,2282190,2270605.63,RNAi,2,20,RNAi 2,0.030671315,0.153356576,10.73496035
515,879,879,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,7.71,7.815,22314563,22303361.08,RNAi,2,20,RNAi 2,0.299894837,1.499474183,104.9631928
557,981,981,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,7.84,7.93,1810275,1800230,RNAi,2,20,RNAi 2,0.02432905,0.121645251,8.515167598
599,1083,1083,C18,./20221031_DCor_RNAi/RNAi2_1112022_20.mzXML,8.575,8.655,74407960,74382269.23,RNAi,2,20,RNAi 2,1,5,350
180,66,66,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,4.046208107,4.086154331,2336105,2322289.713,RNAi,2,41,RNAi 2,0.103659007,0.518295037,36.28065258
222,168,168,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,4.685347691,4.750260305,10532186,10520360.78,RNAi,2,41,RNAi 2,0.467340272,2.33670136,163.5690952
264,270,270,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,5.119762878,5.159709102,37294,33062.605,RNAi,2,41,RNAi 2,0.000464617,0.002323084,0.162615901
306,372,372,C11,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,5.16470238,5.259574662,14070340,14053829.28,RNAi,2,41,RNAi 2,0.175291393,0.876456964,61.35198747
348,474,474,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,5.294527608,5.369426778,22536440,22514047.88,RNAi,2,41,RNAi 2,1,5,350
390,576,576,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,5.703976404,5.793855408,3171665,3161123.173,RNAi,2,41,RNAi 2,0.140734961,0.703674804,49.25723628
432,678,678,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,6.777531175,6.857423623,2382463,2371061.5,RNAi,2,41,RNAi 2,0.029681248,0.148406242,10.38843696
474,780,780,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,6.932322793,7.012215241,82290,72923.8875,RNAi,2,41,RNAi 2,0.001025187,0.005125935,0.358815427
516,882,882,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,7.706280884,7.811139722,1582340,1572206.05,RNAi,2,41,RNAi 2,0.01971314,0.0985657,6.899599005
558,984,984,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,7.836106112,7.925985116,353377,345798.9525,RNAi,2,41,RNAi 2,0.004402448,0.022012242,1.540856957
600,1086,1086,C18,./20221031_DCor_RNAi/RNAi2_1112022_41.mzXML,8.570117979,8.650010427,80268288,80250102.94,RNAi,2,41,RNAi 2,1,5,350
181,67,67,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,4.045,4.085,962239,951559.255,RNAi,2,4,RNAi 2,0.04137311,0.206865551,14.48058858
223,169,169,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,4.685,4.75,7090140,7079961.068,RNAi,2,4,RNAi 2,0.304852686,1.52426343,106.6984401
265,271,271,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,5.12,5.16,24533,21693.485,RNAi,2,4,RNAi 2,0.000306705,0.001533524,0.107346679
307,373,373,C11,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,5.165,5.26,6568960,6557305.48,RNAi,2,4,RNAi 2,0.082123326,0.410616629,28.74316404
349,475,475,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,5.295,5.37,23257594,23237006.84,RNAi,2,4,RNAi 2,1,5,350
391,577,577,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,5.705,5.795,2865677,2857947.88,RNAi,2,4,RNAi 2,0.12321468,0.6160734,43.12513797
433,679,679,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,6.78,6.86,2272035,2263644.345,RNAi,2,4,RNAi 2,0.028404355,0.142021774,9.941524185
475,781,781,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,6.935,7.015,55166,49483.47,RNAi,2,4,RNAi 2,0.00068967,0.003448351,0.24138454
517,883,883,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,7.71,7.815,1425097,1418870.89,RNAi,2,4,RNAi 2,0.01781617,0.089080848,6.23565935
559,985,985,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,7.84,7.93,201797,196878,RNAi,2,4,RNAi 2,0.00252281,0.012614052,0.882983649
601,1087,1087,C18,./20221031_DCor_RNAi/RNAi2_1112022_04.mzXML,8.575,8.655,79988967,79951174.84,RNAi,2,4,RNAi 2,1,5,350
182,69,69,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,4.046208107,4.086154331,1549695,1536749.9,RNAi,2,39,RNAi 2,0.068543413,0.342717063,23.99019442
224,171,171,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,4.685347691,4.750260305,12876999,12864945.84,RNAi,2,39,RNAi 2,0.569553013,2.847765063,199.3435544
266,273,273,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,5.119762878,5.159709102,246265,240860.72,RNAi,2,39,RNAi 2,0.003135829,0.015679145,1.097540183
308,375,375,C11,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,5.16470238,5.259574662,123173452,123153425.3,RNAi,2,39,RNAi 2,1.568436011,7.842180056,548.9526039
350,477,477,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,5.294527608,5.369426778,22608956,22586960.01,RNAi,2,39,RNAi 2,1,5,350
392,579,579,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,5.703976404,5.793855408,9556565,9544911.585,RNAi,2,39,RNAi 2,0.422689354,2.113446769,147.9412738
434,681,681,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,6.777531175,6.857423623,6552007,6540429.775,RNAi,2,39,RNAi 2,0.083430346,0.41715173,29.20062112
476,783,783,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,6.932322793,7.012215241,1077704,1066992.313,RNAi,2,39,RNAi 2,0.013723004,0.06861502,4.803051367
518,885,885,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,7.706280884,7.811139722,10163945,10153716.05,RNAi,2,39,RNAi 2,0.12942316,0.647115799,45.29810591
560,987,987,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,7.836106112,7.925985116,824671,816416.3525,RNAi,2,39,RNAi 2,0.010500994,0.052504971,3.675347938
602,1089,1089,C18,./20221031_DCor_RNAi/RNAi2_1112022_39.mzXML,8.570117979,8.650010427,78532660,78515992.56,RNAi,2,39,RNAi 2,1,5,350
183,71,71,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,4.046693431,4.086635036,11602886,11575155.1,RNAi,2,43,RNAi 2,0.487912104,2.439560519,170.7692363
225,173,173,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,4.685759124,4.750664234,61873707,61856285.97,RNAi,2,43,RNAi 2,2.601846692,13.00923346,910.6463421
267,275,275,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,5.120124088,5.160065693,587410,580740.715,RNAi,2,43,RNAi 2,0.00710022,0.035501101,2.4850771
309,377,377,C11,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,5.165058394,5.259919708,207440379,207420836.4,RNAi,2,43,RNAi 2,2.507400941,12.53700471,877.5903294
351,479,479,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,5.294868613,5.369759124,23780689,23758722.23,RNAi,2,43,RNAi 2,1,5,350
393,581,581,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,5.704270073,5.794138686,28053064,28038802.32,RNAi,2,43,RNAi 2,1.179657326,5.898286631,412.8800642
435,683,683,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,6.77770073,6.857583942,13265932,13252998.44,RNAi,2,43,RNAi 2,0.160349738,0.801748689,56.12240823
477,785,785,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,6.932474453,7.012357664,783421,770283.1,RNAi,2,43,RNAi 2,0.009469471,0.047347353,3.31431468
519,887,887,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,7.706343066,7.811189781,19978996,19966486.2,RNAi,2,43,RNAi 2,0.241492778,1.207463889,84.52247226
561,989,989,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,7.836153285,7.926021898,898090,888273.6475,RNAi,2,43,RNAi 2,0.010855513,0.054277565,3.799429517
603,1091,1091,C18,./20221031_DCor_RNAi/RNAi2_1112022_43.mzXML,8.570080292,8.649963504,82731236,82694417.75,RNAi,2,43,RNAi 2,1,5,350
184,72,72,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,4.053386861,4.093270073,589861,578807.6675,RNAi,2,6,RNAi 2,0.02657164,0.132858202,9.300074107
226,174,174,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,4.691518248,4.756328467,3772116,3761911.2,RNAi,2,6,RNAi 2,0.169923608,0.849618042,59.47326292
268,276,276,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,5.125248175,5.165131387,64401,60585.545,RNAi,2,6,RNAi 2,0.000817937,0.004089686,0.286278
310,378,378,C11,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,5.170116788,5.264839416,4086421,4074416.96,RNAi,2,6,RNAi 2,0.051900367,0.259501834,18.16512838
352,480,480,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,5.299737226,5.374518248,22198893,22178015.68,RNAi,2,6,RNAi 2,1,5,350
394,582,582,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,5.708540146,5.798277372,2913658,2904783.49,RNAi,2,6,RNAi 2,0.131252401,0.656262004,45.93834026
436,684,684,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,6.78040146,6.860167883,2274210,2265917.025,RNAi,2,6,RNAi 2,0.028884036,0.144420182,10.10941276
478,786,786,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,6.934948905,7.014715328,62904,55506.4125,RNAi,2,6,RNAi 2,0.000798924,0.003994621,0.279623474
520,888,888,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,7.707686131,7.812379562,1440034,1431337.7,RNAi,2,6,RNAi 2,0.018289426,0.091447128,6.401298955
562,990,990,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,7.837306569,7.927043796,241683,235034.7675,RNAi,2,6,RNAi 2,0.003069541,0.015347704,1.074339311
604,1092,1092,C18,./20221031_DCor_RNAi/RNAi2_1112022_06.mzXML,8.570160584,8.649927007,78735879,78676515.43,RNAi,2,6,RNAi 2,1,5,350
185,74,74,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,4.045,4.085,134272,125131.66,RNAi,2,22,RNAi 2,0.006517007,0.032585037,2.280952557
227,176,176,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,4.685,4.75,14711851,14699689.57,RNAi,2,22,RNAi 2,0.714052375,3.570261873,249.9183311
269,278,278,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,5.12,5.16,20479,17399.905,RNAi,2,22,RNAi 2,0.000295865,0.001479324,0.103552678
311,380,380,C11,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,5.165,5.26,10269745,10255617.96,RNAi,2,22,RNAi 2,0.148369353,0.741846764,51.92927351
353,482,482,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,5.295,5.37,20603322,20582441.24,RNAi,2,22,RNAi 2,1,5,350
395,584,584,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,5.705,5.795,6545390,6535434.36,RNAi,2,22,RNAi 2,0.317686148,1.588430739,111.1901518
437,686,686,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,6.78,6.86,2505042,2495825.905,RNAi,2,22,RNAi 2,0.036190914,0.180954571,12.66681998
479,788,788,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,6.935,7.015,119492,112995.685,RNAi,2,22,RNAi 2,0.001726328,0.008631641,0.604214881
521,890,890,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,7.71,7.815,1777661,1769991.27,RNAi,2,22,RNAi 2,0.025682275,0.128411374,8.988796145
563,992,992,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,7.84,7.93,222982,217212.16,RNAi,2,22,RNAi 2,0.003221472,0.01610736,1.127515169
605,1094,1094,C18,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,8.575,8.655,69217428,69190010.47,RNAi,2,22,RNAi 2,1,5,350
186,77,77,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,4.046208107,4.086154331,1150927,1138139.61,RNAi,2,44,RNAi 2,0.050474152,0.252370758,17.66595307
228,179,179,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,4.685347691,4.750260305,5274326,5263403.99,RNAi,2,44,RNAi 2,0.231306703,1.156533517,80.9573462
270,281,281,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.119762878,5.159709102,27450,23320.105,RNAi,2,44,RNAi 2,0.000345415,0.001727074,0.120895153
312,383,383,C11,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.16470238,5.259574662,13337873,13322954.87,RNAi,2,44,RNAi 2,0.167835983,0.839179913,58.74259389
354,485,485,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.294527608,5.369426778,22802305,22778838.27,RNAi,2,44,RNAi 2,1,5,350
396,587,587,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.703976404,5.793855408,4120672,4108974.045,RNAi,2,44,RNAi 2,0.180712959,0.903564793,63.24953552
438,689,689,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,6.777531175,6.857423623,2551158,2540524.2,RNAi,2,44,RNAi 2,0.032102278,0.160511391,11.23579737
480,791,791,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,6.932322793,7.012215241,101942,92647.5125,RNAi,2,44,RNAi 2,0.001282778,0.006413892,0.448972449
522,893,893,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,7.706280884,7.811139722,1864760,1854549.65,RNAi,2,44,RNAi 2,0.023465048,0.117325239,8.212766712
564,995,995,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,7.836106112,7.925985116,315666,308089.9075,RNAi,2,44,RNAi 2,0.003972156,0.01986078,1.390254626
606,1097,1097,C18,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,8.570117979,8.650010427,79469687,79452104.53,RNAi,2,44,RNAi 2,1,5,350
187,79,79,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,4.049598254,4.089512238,421143,409005.245,RNAi,2,25,RNAi 2,0.018013636,0.090068181,6.304772694
229,181,181,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,4.688222003,4.753082228,2814964,2804416.09,RNAi,2,25,RNAi 2,0.120405035,0.602025174,42.14176221
271,283,283,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.122286583,5.162200567,124994,120270.75,RNAi,2,25,RNAi 2,0.001510163,0.007550817,0.528557164
313,385,385,C11,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.167189815,5.261985528,49870186,49854720.04,RNAi,2,25,RNAi 2,0.602525929,3.012629643,210.884075
355,487,487,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.296910265,5.371748985,23379122,23355238.98,RNAi,2,25,RNAi 2,1,5,350
397,589,589,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.706028604,5.795835069,3542643,3532510.235,RNAi,2,25,RNAi 2,0.151530199,0.757650993,53.03556951
439,691,691,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,6.778716933,6.858544902,7762277,7748897.563,RNAi,2,25,RNAi 2,0.09378295,0.46891475,32.82403248
481,793,793,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,6.933383622,7.013211591,266881,256833.7375,RNAi,2,25,RNAi 2,0.003224426,0.01612213,1.128549086
523,895,895,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,7.706717069,7.811491278,4992500,4982262.6,RNAi,2,25,RNAi 2,0.060318819,0.301594093,21.11158648
565,997,997,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,7.836437518,7.926243983,357399,349760.9425,RNAi,2,25,RNAi 2,0.004318054,0.021590271,1.511318958
607,1099,1099,C18,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,8.56985698,8.649684949,82768531,82707491.35,RNAi,2,25,RNAi 2,1,5,350
188,81,81,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,4.045,4.085,274527,265334.5475,RNAi,2,18,RNAi 2,0.013303017,0.066515087,4.656056086
230,183,183,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,4.685,4.75,338842,330160.39,RNAi,2,18,RNAi 2,0.016419591,0.082097954,5.746856799
272,285,285,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.12,5.16,25889,22496.975,RNAi,2,18,RNAi 2,0.000330509,0.001652545,0.11567818
314,387,387,C11,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.165,5.26,3624372,3611603.115,RNAi,2,18,RNAi 2,0.046270148,0.231350742,16.19455193
356,489,489,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.295,5.37,20636446,20614687.83,RNAi,2,18,RNAi 2,1,5,350
398,591,591,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.705,5.795,2637353,2628168.113,RNAi,2,18,RNAi 2,0.127800737,0.639003683,44.73025782
440,693,693,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,6.78,6.86,2148192,2138220.57,RNAi,2,18,RNAi 2,0.027424658,0.13712329,9.598630299
482,795,795,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,6.935,7.015,71117,64547.045,RNAi,2,18,RNAi 2,0.000907907,0.004539537,0.317767588
524,897,897,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,7.71,7.815,1420526,1413040.618,RNAi,2,18,RNAi 2,0.01813499,0.090674948,6.347246384
566,999,999,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,7.84,7.93,213070,207522.84,RNAi,2,18,RNAi 2,0.002720135,0.013600674,0.95204719
608,1101,1101,C18,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,8.575,8.655,78330676,78314806.3,RNAi,2,18,RNAi 2,1,5,350
189,84,84,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,4.045,4.085,330046,319984.13,RNAi,2,27,RNAi 2,0.016433602,0.082168009,5.751760627
