TrinityID	GeneID	GEP_id	Dcor_v3_gene_id	DEO
TRINITY_GG_1001_c59_g2	Dcor_evm.model.ctg18_len_2053367.141	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1345	Dcor_evm.model.hic_scaffold_7_pilon.1345
TRINITY_GG_1001_c59_g2	Dcor_evm.model.ctg18_len_2053367.141	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1345	Dcor_evm.model.hic_scaffold_7_pilon.1345
TRINITY_GG_1001_c53_g1	Dcor_evm.model.ctg18_len_2053367.130	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1357	Dcor_evm.model.hic_scaffold_7_pilon.1357
TRINITY_GG_1001_c37_g1	Dcor_evm.model.ctg18_len_2053367.107	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1380	NA
TRINITY_GG_1001_c180_g1	Dcor_evm.model.ctg18_len_2053367.96	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1391	Dcor_evm.model.hic_scaffold_7_pilon.1391
TRINITY_GG_1001_c67_g1	Dcor_evm.model.ctg18_len_2053367.83	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1403	Dcor_evm.model.hic_scaffold_7_pilon.1403
TRINITY_GG_1001_c31_g1	Dcor_evm.model.ctg18_len_2053367.56	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1431	Dcor_evm.model.hic_scaffold_7_pilon.1431
TRINITY_GG_793_c0_g1	Dcor_evm.model.ctg18_len_2053367.56	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1431	Dcor_evm.model.hic_scaffold_7_pilon.1431
TRINITY_GG_1001_c191_g1	Dcor_evm.model.ctg18_len_2053367.31_evm.model.ctg18_len_2053367.32	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1455	Dcor_evm.model.hic_scaffold_7_pilon.1455
TRINITY_GG_442_c136_g1	Dcor_evm.model.ctg29_len_829942.113	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1523	Dcor_evm.model.hic_scaffold_7_pilon.1523
TRINITY_GG_1331_c215_g1	Dcor_evm.model.ctg29_len_829942.66	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1567	Dcor_evm.model.hic_scaffold_7_pilon.1567
TRINITY_GG_1331_c37_g1	Dcor_evm.model.ctg29_len_829942.65	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1568	Dcor_evm.model.hic_scaffold_7_pilon.1568
TRINITY_GG_1331_c82_g1	Dcor_evm.model.ctg29_len_829942.36	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.1593	Dcor_evm.model.hic_scaffold_7_pilon.1593
TRINITY_GG_442_c129_g1	Dcor_evm.model.ctg29_len_829942.15_evm.model.ctg29_len_829942.16	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1619	Dcor_evm.model.hic_scaffold_7_pilon.1619
TRINITY_GG_442_c15_g1	Dcor_evm.model.ctg29_len_829942.21	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.1621	Dcor_evm.model.hic_scaffold_7_pilon.1621
TRINITY_GG_1220_c667_g1	Dcor_evm.model.ctg1_len_6253557.1057	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.167	Dcor_evm.model.hic_scaffold_7_pilon.167
TRINITY_GG_1220_c499_g1	Dcor_evm.model.ctg1_len_6253557.1071	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.180	Dcor_evm.model.hic_scaffold_7_pilon.180
TRINITY_GG_1220_c3272_g1	Dcor_evm.model.ctg1_len_6253557.1080	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.187	Dcor_evm.model.hic_scaffold_7_pilon.187
TRINITY_GG_1220_c134_g1	Dcor_evm.model.ctg1_len_6253557.1149	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.255	Dcor_evm.model.hic_scaffold_7_pilon.255
TRINITY_GG_1220_c2005_g1	Dcor_evm.model.ctg1_len_6253557.1153	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.259	Dcor_evm.model.hic_scaffold_7_pilon.259
TRINITY_GG_1220_c332_g1	Dcor_evm.model.ctg1_len_6253557.1154	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.260	Dcor_evm.model.hic_scaffold_7_pilon.260
TRINITY_GG_1220_c2409_g1	Dcor_evm.model.ctg1_len_6253557.1196	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.300	Dcor_evm.model.hic_scaffold_7_pilon.300
TRINITY_GG_1220_c15_g1	Dcor_evm.model.ctg1_len_6253557.1217	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.321	Dcor_evm.model.hic_scaffold_7_pilon.321
TRINITY_GG_1220_c525_g1	Dcor_evm.model.ctg1_len_6253557.1221	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.325	Dcor_evm.model.hic_scaffold_7_pilon.325
TRINITY_GG_1220_c511_g1	Dcor_evm.model.ctg1_len_6253557.1268	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.372	Dcor_evm.model.hic_scaffold_7_pilon.372
TRINITY_GG_1220_c2090_g1	Dcor_evm.model.ctg1_len_6253557.1303	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.408	Dcor_evm.model.hic_scaffold_7_pilon.408
TRINITY_GG_1220_c26_g1	Dcor_evm.model.ctg1_len_6253557.1317	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.422	Dcor_evm.model.hic_scaffold_7_pilon.422
TRINITY_GG_1220_c249_g2	Dcor_evm.model.ctg1_len_6253557.1347	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.452	Dcor_evm.model.hic_scaffold_7_pilon.452
TRINITY_GG_1220_c465_g1	Dcor_evm.model.ctg1_len_6253557.1357	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.463	Dcor_evm.model.hic_scaffold_7_pilon.463
TRINITY_GG_1220_c321_g1	Dcor_evm.model.ctg1_len_6253557.1394	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.502	NA
TRINITY_GG_161_c55_g1	Dcor_evm.model.ctg1_len_6253557.1404	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.513	Dcor_evm.model.hic_scaffold_7_pilon.513
TRINITY_GG_1220_c339_g1	Dcor_evm.model.ctg1_len_6253557.1406	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.515	Dcor_evm.model.hic_scaffold_7_pilon.515
TRINITY_GG_1220_c508_g1	Dcor_evm.model.ctg1_len_6253557.1449	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.559	NA
TRINITY_GG_1220_c395_g1	Dcor_evm.model.ctg1_len_6253557.1471	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.582	Dcor_evm.model.hic_scaffold_7_pilon.582
TRINITY_GG_1220_c985_g1	Dcor_evm.model.ctg1_len_6253557.1473	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.584	Dcor_evm.model.hic_scaffold_7_pilon.584
TRINITY_GG_1220_c55_g1	Dcor_evm.model.ctg1_len_6253557.1474	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.585	NA
TRINITY_GG_1057_c2_g1	Dcor_evm.model.ctg1_len_6253557.1481	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.593	Dcor_evm.model.hic_scaffold_7_pilon.593
TRINITY_GG_1220_c2974_g1	Dcor_evm.model.ctg1_len_6253557.1496	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.608	Dcor_evm.model.hic_scaffold_7_pilon.608
TRINITY_GG_1220_c317_g1	Dcor_evm.model.ctg1_len_6253557.1507	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.619	NA
TRINITY_GG_1220_c797_g1	Dcor_evm.model.ctg1_len_6253557.1537	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.649	Dcor_evm.model.hic_scaffold_7_pilon.649
TRINITY_GG_1220_c929_g1	Dcor_evm.model.ctg1_len_6253557.1542	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.654	Dcor_evm.model.hic_scaffold_7_pilon.654
TRINITY_GG_1220_c381_g1	Dcor_evm.model.ctg1_len_6253557.1543	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.655	NA
TRINITY_GG_1220_c381_g1	Dcor_evm.model.ctg1_len_6253557.1543	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.655	NA
TRINITY_GG_1220_c2073_g1	Dcor_evm.model.ctg1_len_6253557.1546	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.658	NA
TRINITY_GG_1220_c1282_g1	Dcor_evm.model.ctg1_len_6253557.1578	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.690	NA
TRINITY_GG_1220_c241_g1	Dcor_evm.model.ctg1_len_6253557.1579	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.691	NA
TRINITY_GG_1220_c591_g1	Dcor_evm.model.ctg1_len_6253557.1623	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.732	Dcor_evm.model.hic_scaffold_7_pilon.732
TRINITY_GG_511_c5_g1	Dcor_evm.model.ctg1_len_6253557.1644	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.753	Dcor_evm.model.hic_scaffold_7_pilon.753
TRINITY_GG_1034_c31_g1	Dcor_evm.model.ctg6_len_5675906.671	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.837	Dcor_evm.model.hic_scaffold_7_pilon.837
TRINITY_GG_1034_c1746_g1	Dcor_evm.model.ctg6_len_5675906.670	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.838	Dcor_evm.model.hic_scaffold_7_pilon.838
TRINITY_GG_804_c39_g1	Dcor_evm.model.ctg25_len_963869.277	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.883	NA
TRINITY_GG_804_c61_g2	Dcor_evm.model.ctg25_len_963869.276	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.884	Dcor_evm.model.hic_scaffold_7_pilon.884
TRINITY_GG_804_c4_g1	Dcor_evm.model.ctg25_len_963869.275	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.885	Dcor_evm.model.hic_scaffold_7_pilon.885
TRINITY_GG_804_c21_g1	Dcor_evm.model.ctg25_len_963869.274	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.886	Dcor_evm.model.hic_scaffold_7_pilon.886
TRINITY_GG_804_c23_g1	Dcor_evm.model.ctg25_len_963869.237	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.921	Dcor_evm.model.hic_scaffold_7_pilon.921
TRINITY_GG_804_c51_g1	Dcor_evm.model.ctg25_len_963869.236	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.922	Dcor_evm.model.hic_scaffold_7_pilon.922
TRINITY_GG_804_c381_g1	Dcor_evm.model.ctg25_len_963869.232	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.926	NA
TRINITY_GG_804_c31_g1	Dcor_evm.model.ctg25_len_963869.213	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.946	Dcor_evm.model.hic_scaffold_7_pilon.946
TRINITY_GG_804_c65_g1	Dcor_evm.model.ctg25_len_963869.208	GEP9	Dcor_evm.model.hic_scaffold_7_pilon.951	Dcor_evm.model.hic_scaffold_7_pilon.951
TRINITY_GG_804_c36_g1	Dcor_evm.model.ctg25_len_963869.171	GEP17	Dcor_evm.model.hic_scaffold_7_pilon.986	Dcor_evm.model.hic_scaffold_7_pilon.986
TRINITY_GG_1070_c520_g1	Dcor_evm.model.ctg9_len_3119689.285	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.107	NA
TRINITY_GG_1070_c113_g1	Dcor_evm.model.ctg9_len_3119689.271	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.124	Dcor_evm.model.hic_scaffold_8_pilon.124
TRINITY_GG_1070_c64_g1	Dcor_evm.model.ctg9_len_3119689.264	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.130	NA
TRINITY_GG_1070_c157_g1	Dcor_evm.model.ctg9_len_3119689.261	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.133	Dcor_evm.model.hic_scaffold_8_pilon.133
TRINITY_GG_1070_c13_g1	Dcor_evm.model.ctg9_len_3119689.253	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.141	NA
TRINITY_GG_1070_c158_g1	Dcor_evm.model.ctg9_len_3119689.251	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.143	NA
TRINITY_GG_1070_c48_g1	Dcor_evm.model.ctg22_len_1181805.495_evm.model.ctg9_len_3119689.231	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.162	Dcor_evm.model.hic_scaffold_8_pilon.162
TRINITY_GG_1070_c7_g1	Dcor_evm.model.ctg9_len_3119689.197	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.196	Dcor_evm.model.hic_scaffold_8_pilon.196
TRINITY_GG_1070_c43_g1	Dcor_evm.model.ctg9_len_3119689.192	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.201	Dcor_evm.model.hic_scaffold_8_pilon.201
TRINITY_GG_1070_c401_g1	Dcor_evm.model.ctg9_len_3119689.189	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.204	Dcor_evm.model.hic_scaffold_8_pilon.204
TRINITY_GG_1070_c24_g1	Dcor_evm.model.ctg9_len_3119689.167	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.224	Dcor_evm.model.hic_scaffold_8_pilon.224
TRINITY_GG_1070_c26_g1	Dcor_evm.model.ctg9_len_3119689.152	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.238	Dcor_evm.model.hic_scaffold_8_pilon.238
TRINITY_GG_1070_c83_g1	Dcor_evm.model.ctg9_len_3119689.136	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.253	Dcor_evm.model.hic_scaffold_8_pilon.253
TRINITY_GG_1070_c172_g1	Dcor_evm.model.ctg9_len_3119689.134	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.255	Dcor_evm.model.hic_scaffold_8_pilon.255
TRINITY_GG_1070_c101_g1	Dcor_evm.model.ctg9_len_3119689.130	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.259	Dcor_evm.model.hic_scaffold_8_pilon.259
TRINITY_GG_1070_c63_g1	Dcor_evm.model.ctg9_len_3119689.125	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.264	Dcor_evm.model.hic_scaffold_8_pilon.264
TRINITY_GG_1070_c223_g1	Dcor_evm.model.ctg9_len_3119689.369	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.27	Dcor_evm.model.hic_scaffold_8_pilon.27
TRINITY_GG_167_c287_g1	Dcor_evm.model.ctg9_len_3119689.111	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.278	Dcor_evm.model.hic_scaffold_8_pilon.278
TRINITY_GG_167_c66_g1	Dcor_evm.model.ctg9_len_3119689.110	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.279	Dcor_evm.model.hic_scaffold_8_pilon.279
TRINITY_GG_1070_c49_g1	Dcor_evm.model.ctg9_len_3119689.368	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.28	Dcor_evm.model.hic_scaffold_8_pilon.28
TRINITY_GG_1070_c70_g1	Dcor_evm.model.ctg9_len_3119689.100	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.291	Dcor_evm.model.hic_scaffold_8_pilon.291
TRINITY_GG_1070_c87_g1	Dcor_evm.model.ctg9_len_3119689.94	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.299	NA
TRINITY_GG_1070_c902_g1	Dcor_evm.model.ctg9_len_3119689.90	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.303	Dcor_evm.model.hic_scaffold_8_pilon.303
TRINITY_GG_1070_c18_g1	Dcor_evm.model.ctg9_len_3119689.86	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.308	Dcor_evm.model.hic_scaffold_8_pilon.308
TRINITY_GG_1070_c18_g1	Dcor_evm.model.ctg9_len_3119689.86	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.308	Dcor_evm.model.hic_scaffold_8_pilon.308
TRINITY_GG_1070_c69_g1	Dcor_evm.model.ctg9_len_3119689.76	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.318	Dcor_evm.model.hic_scaffold_8_pilon.318
TRINITY_GG_1070_c30_g1	Dcor_evm.model.ctg9_len_3119689.72	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.322	Dcor_evm.model.hic_scaffold_8_pilon.322
TRINITY_GG_1070_c156_g1	Dcor_evm.model.ctg9_len_3119689.361	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.34	NA
TRINITY_GG_1070_c72_g1	Dcor_evm.model.ctg9_len_3119689.27	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.364	Dcor_evm.model.hic_scaffold_8_pilon.364
TRINITY_GG_1070_c72_g1	Dcor_evm.model.ctg9_len_3119689.27	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.364	Dcor_evm.model.hic_scaffold_8_pilon.364
TRINITY_GG_1070_c6_g1	Dcor_evm.model.ctg9_len_3119689.357	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.38	Dcor_evm.model.hic_scaffold_8_pilon.38
TRINITY_GG_394_c73_g1	Dcor_evm.model.ctg35_len_2363947.274	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.401	Dcor_evm.model.hic_scaffold_8_pilon.401
TRINITY_GG_394_c324_g1	Dcor_evm.model.ctg35_len_2363947.273	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.402	NA
TRINITY_GG_394_c467_g1	Dcor_evm.model.ctg35_len_2363947.273	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.402	NA
TRINITY_GG_1070_c123_g1	Dcor_evm.model.ctg9_len_3119689.354	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.41	Dcor_evm.model.hic_scaffold_8_pilon.41
TRINITY_GG_394_c0_g1	Dcor_evm.model.ctg35_len_2363947.243	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.431	Dcor_evm.model.hic_scaffold_8_pilon.431
TRINITY_GG_394_c109_g1	Dcor_evm.model.ctg35_len_2363947.229	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.444	Dcor_evm.model.hic_scaffold_8_pilon.444
TRINITY_GG_394_c28_g1	Dcor_evm.model.ctg35_len_2363947.197	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.470	NA
TRINITY_GG_394_c92_g1	Dcor_evm.model.ctg35_len_2363947.176	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.492	Dcor_evm.model.hic_scaffold_8_pilon.492
TRINITY_GG_394_c78_g1	Dcor_evm.model.ctg35_len_2363947.160	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.508	Dcor_evm.model.hic_scaffold_8_pilon.508
TRINITY_GG_1070_c84_g2	Dcor_evm.model.ctg9_len_3119689.342	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.52	Dcor_evm.model.hic_scaffold_8_pilon.52
TRINITY_GG_394_c59_g1	Dcor_evm.model.ctg35_len_2363947.146	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.522	NA
TRINITY_GG_394_c496_g1	Dcor_evm.model.ctg35_len_2363947.120	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.548	NA
TRINITY_GG_394_c13_g1	Dcor_evm.model.ctg35_len_2363947.116	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.552	Dcor_evm.model.hic_scaffold_8_pilon.552
TRINITY_GG_394_c74_g1	Dcor_evm.model.ctg35_len_2363947.107	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.560	Dcor_evm.model.hic_scaffold_8_pilon.560
TRINITY_GG_394_c68_g1	Dcor_evm.model.ctg35_len_2363947.65	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.604	Dcor_evm.model.hic_scaffold_8_pilon.604
TRINITY_GG_537_c1_g1	Dcor_evm.model.ctg35_len_2363947.49	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.621	NA
TRINITY_GG_394_c16_g1	Dcor_evm.model.ctg35_len_2363947.45	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.625	NA
TRINITY_GG_394_c7_g1	Dcor_evm.model.ctg35_len_2363947.26	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.641	NA
TRINITY_GG_394_c46_g1	Dcor_evm.model.ctg35_len_2363947.10	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.659	NA
TRINITY_GG_1070_c15_g1	Dcor_evm.model.ctg9_len_3119689.327	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.66	Dcor_evm.model.hic_scaffold_8_pilon.66
TRINITY_GG_539_c4_g1	Dcor_evm.model.ctg13_len_2339851.222	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.676	Dcor_evm.model.hic_scaffold_8_pilon.676
TRINITY_GG_539_c1_g1	Dcor_evm.model.ctg13_len_2339851.215	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.684	Dcor_evm.model.hic_scaffold_8_pilon.684
TRINITY_GG_539_c13_g1	Dcor_evm.model.ctg13_len_2339851.212	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.687	Dcor_evm.model.hic_scaffold_8_pilon.687
TRINITY_GG_539_c13_g1	Dcor_evm.model.ctg13_len_2339851.212	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.687	Dcor_evm.model.hic_scaffold_8_pilon.687
TRINITY_GG_539_c116_g1	Dcor_evm.model.ctg13_len_2339851.211	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.688	Dcor_evm.model.hic_scaffold_8_pilon.688
TRINITY_GG_539_c110_g1	Dcor_evm.model.ctg13_len_2339851.210	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.689	Dcor_evm.model.hic_scaffold_8_pilon.689
TRINITY_GG_539_c31_g1	Dcor_evm.model.ctg13_len_2339851.206	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.693	Dcor_evm.model.hic_scaffold_8_pilon.693
TRINITY_GG_539_c15_g1	Dcor_evm.model.ctg13_len_2339851.205	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.694	NA
TRINITY_GG_539_c38_g1	Dcor_evm.model.ctg13_len_2339851.203	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.696	Dcor_evm.model.hic_scaffold_8_pilon.696
TRINITY_GG_539_c67_g1	Dcor_evm.model.ctg13_len_2339851.171	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.729	Dcor_evm.model.hic_scaffold_8_pilon.729
TRINITY_GG_539_c67_g1	Dcor_evm.model.ctg13_len_2339851.171	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.729	Dcor_evm.model.hic_scaffold_8_pilon.729
TRINITY_GG_539_c81_g1	Dcor_evm.model.ctg13_len_2339851.170	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.730	Dcor_evm.model.hic_scaffold_8_pilon.730
TRINITY_GG_539_c53_g1	Dcor_evm.model.ctg13_len_2339851.162	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.738	Dcor_evm.model.hic_scaffold_8_pilon.738
TRINITY_GG_539_c3_g1	Dcor_evm.model.ctg13_len_2339851.135	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.765	NA
TRINITY_GG_167_c6_g1	Dcor_evm.model.ctg13_len_2339851.107	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.798	NA
TRINITY_GG_167_c6_g1	Dcor_evm.model.ctg13_len_2339851.107	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.798	NA
TRINITY_GG_167_c21_g1	Dcor_evm.model.ctg13_len_2339851.105	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.799	NA
TRINITY_GG_167_c21_g1	Dcor_evm.model.ctg13_len_2339851.105	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.799	NA
TRINITY_GG_1070_c39_g1	Dcor_evm.model.ctg9_len_3119689.312	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.80	Dcor_evm.model.hic_scaffold_8_pilon.80
TRINITY_GG_539_c65_g1	Dcor_evm.model.ctg13_len_2339851.102	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.802	Dcor_evm.model.hic_scaffold_8_pilon.802
TRINITY_GG_167_c55_g1	Dcor_evm.model.ctg13_len_2339851.96	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.808	NA
TRINITY_GG_539_c17_g1	Dcor_evm.model.ctg13_len_2339851.68	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.835	Dcor_evm.model.hic_scaffold_8_pilon.835
TRINITY_GG_539_c17_g1	Dcor_evm.model.ctg13_len_2339851.68	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.835	Dcor_evm.model.hic_scaffold_8_pilon.835
TRINITY_GG_539_c73_g1	Dcor_evm.model.ctg13_len_2339851.67	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.836	Dcor_evm.model.hic_scaffold_8_pilon.836
TRINITY_GG_539_c73_g1	Dcor_evm.model.ctg13_len_2339851.67	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.836	Dcor_evm.model.hic_scaffold_8_pilon.836
TRINITY_GG_539_c85_g1	Dcor_evm.model.ctg13_len_2339851.62	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.841	Dcor_evm.model.hic_scaffold_8_pilon.841
TRINITY_GG_539_c61_g1	Dcor_evm.model.ctg13_len_2339851.48	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.854	Dcor_evm.model.hic_scaffold_8_pilon.854
TRINITY_GG_539_c59_g1	Dcor_evm.model.ctg13_len_2339851.46	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.856	Dcor_evm.model.hic_scaffold_8_pilon.856
TRINITY_GG_539_c140_g1	Dcor_evm.model.ctg13_len_2339851.14	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.888	Dcor_evm.model.hic_scaffold_8_pilon.888
TRINITY_GG_539_c40_g1	Dcor_evm.model.ctg13_len_2339851.8	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.894	Dcor_evm.model.hic_scaffold_8_pilon.894
TRINITY_GG_539_c40_g1	Dcor_evm.model.ctg13_len_2339851.8	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.894	Dcor_evm.model.hic_scaffold_8_pilon.894
TRINITY_GG_539_c97_g1	Dcor_evm.model.ctg13_len_2339851.233	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.908	NA
TRINITY_GG_539_c10_g1	Dcor_evm.model.ctg13_len_2339851.238	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.913	Dcor_evm.model.hic_scaffold_8_pilon.913
TRINITY_GG_539_c517_g1	Dcor_evm.model.ctg13_len_2339851.239	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.914	Dcor_evm.model.hic_scaffold_8_pilon.914
TRINITY_GG_539_c188_g1	Dcor_evm.model.ctg13_len_2339851.247	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.923	NA
TRINITY_GG_539_c37_g1	Dcor_evm.model.ctg13_len_2339851.259	GEP17	Dcor_evm.model.hic_scaffold_8_pilon.937	Dcor_evm.model.hic_scaffold_8_pilon.937
TRINITY_GG_539_c138_g1	Dcor_evm.model.ctg13_len_2339851.263	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.941	Dcor_evm.model.hic_scaffold_8_pilon.941
TRINITY_GG_539_c66_g1	Dcor_evm.model.ctg13_len_2339851.276	GEP9	Dcor_evm.model.hic_scaffold_8_pilon.955	NA
TRINITY_GG_1220_c290_g1	Dcor_evm.model.ctg1_len_6253557.776	GEP9	Dcor_evm.model.hic_scaffold_9_pilon.100	Dcor_evm.model.hic_scaffold_9_pilon.100
